weight,density,highest degree,runtime,stretch,jumpstretch
51277,0.016547619047619047,8,28883,Infinity,Infinity
42866,0.01615079365079365,9,29641,Infinity,Infinity
43380,0.01615079365079365,9,28683,Infinity,Infinity
48098,0.01646825396825397,8,28583,Infinity,Infinity
40296,0.015912698412698413,8,29672,Infinity,Infinity
43097,0.01599206349206349,9,26844,Infinity,Infinity
43443,0.01630952380952381,10,30957,Infinity,Infinity
46800,0.016587301587301588,10,31071,Infinity,Infinity
41124,0.01619047619047619,9,29466,Infinity,Infinity
37231,0.015793650793650794,8,28655,Infinity,Infinity
