weight,density,highest degree,runtime,stretch,jumpstretch
1009320,0.35574193548387095,78,25961,168.57142857142858,5.0
1005708,0.3530322580645161,82,24185,Infinity,5.0
970537,0.348258064516129,74,24318,223.0,5.0
1031520,0.3567741935483871,81,24773,Infinity,6.0
996454,0.3566451612903226,77,25547,224.57142857142858,6.0
1005298,0.3567741935483871,77,25459,466.5,6.0
1035195,0.3583225806451613,78,24663,462.75,5.0
981964,0.352,75,24869,Infinity,6.0
1039795,0.35819354838709677,82,25114,134.125,5.0
1052437,0.36529032258064514,84,25296,Infinity,5.0
