weight,density,highest degree,runtime,stretch,jumpstretch
1885461,0.33247947454844007,112,86613,365.2857142857143,6.0
1912897,0.33050903119868635,107,86923,252.77777777777777,6.0
1916945,0.3296551724137931,104,80920,439.3333333333333,6.0
1899481,0.33392446633825945,107,88955,412.5,6.0
1917535,0.33004926108374383,102,81807,Infinity,6.0
1893621,0.3311001642036125,104,86442,676.5,7.0
1872494,0.33011494252873563,100,83924,245.5,6.0
1875421,0.3317569786535304,111,86074,Infinity,7.0
1909329,0.3341215106732348,97,86807,Infinity,6.0
1916295,0.33129720853858785,102,83120,1467.0,5.0
