weight,density,highest degree,runtime,stretch,jumpstretch
429145,0.24038709677419354,83,2140,151.53846153846155,8.0
433869,0.24090322580645163,79,2214,171.71428571428572,9.0
432488,0.24851612903225806,68,2251,342.5,7.0
422905,0.23909677419354838,81,2127,290.0,8.0
427503,0.23574193548387096,74,1768,192.625,6.0
465054,0.25070967741935485,78,2407,204.88888888888889,8.0
422520,0.24219354838709678,70,1968,124.22222222222223,7.0
429075,0.24077419354838708,90,2131,153.8,7.0
415093,0.2375483870967742,88,2381,203.33333333333334,7.0
549140,0.2673548387096774,80,2395,448.25,6.0
