weight,density,highest degree,runtime,stretch,jumpstretch
43051,0.020821018062397372,8,9113,Infinity,Infinity
34283,0.020361247947454843,7,9683,Infinity,Infinity
41406,0.020821018062397372,9,9622,Infinity,Infinity
40322,0.021149425287356322,8,9555,Infinity,Infinity
34279,0.019835796387520525,11,9262,Infinity,Infinity
36783,0.020295566502463055,8,9609,Infinity,Infinity
28892,0.019376026272577996,8,9682,Infinity,Infinity
36159,0.020229885057471263,8,9970,Infinity,Infinity
38703,0.020755336617405584,8,9708,Infinity,Infinity
37456,0.020229885057471263,9,9032,Infinity,Infinity
