weight,density,highest degree,runtime,stretch,jumpstretch
156650,0.04764658634538153,23,121130,Infinity,27.0
142878,0.04591164658634538,22,113822,Infinity,Infinity
202939,0.052273092369477914,25,122462,Infinity,Infinity
192155,0.050891566265060244,24,120536,Infinity,23.0
187701,0.04896385542168675,27,120877,1196.0,Infinity
146435,0.04706827309236948,24,118322,Infinity,Infinity
162207,0.048,24,116546,1331.3333333333333,25.0
202800,0.05114859437751004,24,120171,1911.0,22.0
204589,0.05124497991967872,29,120128,Infinity,22.0
155163,0.048803212851405625,24,120627,818.2,25.0
