weight,density,highest degree,runtime,stretch,jumpstretch
503254,0.15444444444444444,187,14692,Infinity,11.0
474500,0.15202380952380953,183,15630,Infinity,12.0
492146,0.1542063492063492,181,14628,385.0,13.0
440664,0.1519047619047619,178,16328,Infinity,11.0
501721,0.15777777777777777,184,15988,Infinity,11.0
477652,0.15373015873015872,186,16626,Infinity,11.0
491177,0.15658730158730158,180,15501,422.6666666666667,14.0
479409,0.15313492063492062,178,16192,Infinity,11.0
449598,0.14972222222222223,180,15274,965.5,11.0
468867,0.1529761904761905,190,15720,Infinity,12.0
