weight,density,highest degree,runtime,stretch,jumpstretch
423085,0.1548015873015873,189,18346,Infinity,14.0
428881,0.15174603174603174,192,18252,224.5,11.0
435858,0.15281746031746032,189,18139,314.8,12.0
420752,0.15222222222222223,189,17564,Infinity,12.0
446605,0.15456349206349207,190,18261,Infinity,11.0
434835,0.1529761904761905,185,18306,Infinity,11.0
447119,0.15662698412698411,188,16978,161.2,11.0
435381,0.15253968253968253,184,18001,673.0,12.0
437268,0.15293650793650793,185,17770,Infinity,11.0
451729,0.1565079365079365,183,16886,Infinity,11.0
