weight,density,highest degree,runtime,stretch,jumpstretch
2594726,0.3536683417085427,134,175365,375.5,6.0
2653406,0.3564824120603015,126,181176,Infinity,6.0
2620880,0.35467336683417083,125,191024,476.5,7.0
2641689,0.35447236180904523,133,180011,508.5,6.0
2573719,0.3514572864321608,124,177763,Infinity,6.0
2614481,0.354070351758794,134,186261,588.3333333333334,6.0
2597383,0.3536180904522613,126,178884,585.6666666666666,6.0
2589514,0.3509045226130653,133,178078,313.25,6.0
2582685,0.35150753768844223,127,180664,Infinity,7.0
2663145,0.3566834170854271,129,183425,Infinity,6.0
