weight,density,highest degree,runtime,stretch,jumpstretch
138758,0.0455952380952381,25,59158,Infinity,Infinity
84723,0.03896825396825397,22,56553,Infinity,Infinity
132592,0.04432539682539682,19,56659,Infinity,Infinity
108718,0.04388888888888889,21,59731,1626.0,Infinity
149445,0.04611111111111111,24,60301,1898.5,Infinity
155729,0.04861111111111111,22,60776,Infinity,23.0
175363,0.04837301587301587,26,63300,1639.0,Infinity
122957,0.04380952380952381,21,59024,1227.0,Infinity
102613,0.04130952380952381,23,57996,Infinity,Infinity
99466,0.04206349206349207,20,57626,Infinity,25.0
