weight,density,highest degree,runtime,stretch,jumpstretch
734333,0.18355020080321285,188,38477,Infinity,12.0
705448,0.18020883534136548,187,39176,Infinity,12.0
732924,0.18448192771084337,154,41503,Infinity,11.0
743939,0.18551004016064257,159,42183,Infinity,9.0
801105,0.18968674698795182,195,41249,Infinity,10.0
765059,0.18827309236947792,203,43101,Infinity,12.0
766940,0.18669879518072288,190,42327,1389.0,10.0
717530,0.18123694779116467,199,41336,Infinity,10.0
772134,0.18493172690763052,191,42959,Infinity,10.0
724644,0.18393574297188756,159,40562,Infinity,11.0
