weight,density,highest degree,runtime,stretch,jumpstretch
244805,0.2636363636363636,81,1587,220.25,6.0
256421,0.26666666666666666,60,1739,158.16666666666666,7.0
304737,0.28585858585858587,71,1650,105.2,7.0
317332,0.2896969696969697,63,1858,Infinity,6.0
255167,0.2597979797979798,81,1645,47.75,6.0
275394,0.2723232323232323,71,1518,Infinity,7.0
256091,0.26202020202020204,67,1525,Infinity,8.0
290018,0.2775757575757576,66,1401,Infinity,8.0
261654,0.2729292929292929,73,1371,Infinity,7.0
282791,0.27616161616161616,75,1570,114.75,8.0
