weight,density,highest degree,runtime,stretch,jumpstretch
375577,0.16763819095477386,99,12990,114.5,11.0
395167,0.16934673366834171,107,12425,Infinity,11.0
390000,0.16623115577889447,98,12814,Infinity,11.0
366390,0.1657788944723618,87,12054,225.0,11.0
390074,0.16608040201005025,117,12028,Infinity,11.0
372836,0.16095477386934673,106,12410,Infinity,11.0
374136,0.1643718592964824,97,12023,332.3333333333333,10.0
360872,0.16402010050251256,94,12245,Infinity,11.0
377732,0.16653266331658292,103,12047,1050.0,10.0
435627,0.17452261306532663,97,12223,350.0,11.0
