weight,density,highest degree,runtime,stretch,jumpstretch
118321,0.043333333333333335,18,48440,3324.0,Infinity
138718,0.0448015873015873,22,51168,Infinity,24.0
187911,0.04928571428571429,19,53056,Infinity,Infinity
237775,0.05226190476190476,26,54776,Infinity,23.0
33614,0.01623015873015873,10,25933,Infinity,Infinity
143615,0.045396825396825394,18,49961,1701.0,24.0
112027,0.04214285714285714,19,49688,Infinity,Infinity
194213,0.0501984126984127,22,54552,Infinity,Infinity
189777,0.04777777777777778,27,51916,3796.0,Infinity
208098,0.04988095238095238,21,50919,1536.0,Infinity
