weight,density,highest degree,runtime,stretch,jumpstretch
600517,0.14272063702720636,184,33857,Infinity,12.0
609882,0.14391506303915064,158,33867,Infinity,13.0
601897,0.14205706702057067,157,31690,Infinity,13.0
572795,0.13831453218314532,173,33579,Infinity,13.0
578659,0.13958858659588586,158,32742,1024.0,13.0
614122,0.1413138686131387,189,31181,405.2,Infinity
577961,0.1378102189781022,171,30839,Infinity,14.0
550868,0.13693430656934308,181,31239,Infinity,14.0
600211,0.14120769741207698,168,33372,Infinity,12.0
592350,0.13778367617783677,181,34248,Infinity,13.0
