weight,density,highest degree,runtime,stretch,jumpstretch
691215,0.18678391959798996,119,8595,Infinity,10.0
653271,0.1827638190954774,119,8767,170.6,10.0
631094,0.17899497487437185,116,8092,Infinity,9.0
649533,0.1841708542713568,108,8517,309.0,9.0
647769,0.18160804020100502,90,9127,295.0,11.0
645405,0.17814070351758793,120,8243,Infinity,10.0
619301,0.1763819095477387,91,7701,317.3333333333333,10.0
659151,0.18311557788944724,114,8734,Infinity,10.0
661784,0.18316582914572865,114,8627,Infinity,11.0
663623,0.1849748743718593,113,8387,225.5,10.0
