weight,density,highest degree,runtime,stretch,jumpstretch
86912,0.039047619047619046,20,61050,Infinity,Infinity
66783,0.03857142857142857,23,61977,Infinity,Infinity
152153,0.0476984126984127,23,73941,Infinity,Infinity
153728,0.04619047619047619,23,66677,Infinity,24.0
135784,0.04746031746031746,20,68974,Infinity,Infinity
128092,0.045793650793650796,23,67487,2386.0,24.0
142147,0.047063492063492064,22,68598,Infinity,Infinity
115344,0.044642857142857144,21,64835,695.0,Infinity
146965,0.0476984126984127,20,69110,1623.0,Infinity
59412,0.037976190476190476,22,61676,Infinity,Infinity
