weight,density,highest degree,runtime,stretch,jumpstretch
432082,0.15388888888888888,190,17607,Infinity,12.0
462822,0.1586904761904762,188,17461,1599.0,12.0
453146,0.15912698412698412,179,17407,612.0,13.0
446274,0.15587301587301589,159,18001,376.0,12.0
425657,0.15488095238095237,176,18387,481.0,13.0
456063,0.15773809523809523,158,17282,235.5,13.0
479884,0.1598015873015873,197,18826,Infinity,11.0
436238,0.1540079365079365,165,17593,Infinity,12.0
450910,0.15333333333333332,194,17560,Infinity,12.0
470243,0.16047619047619047,162,19202,Infinity,11.0
