weight,density,highest degree,runtime,stretch,jumpstretch
47731,0.04440065681444992,16,21071,Infinity,Infinity
115980,0.05425287356321839,21,22095,Infinity,Infinity
185833,0.06502463054187192,25,24769,Infinity,Infinity
103056,0.05490968801313629,19,23119,Infinity,Infinity
136172,0.0587192118226601,21,24828,1502.3333333333333,Infinity
168702,0.06279146141215107,21,25361,682.6666666666666,Infinity
183076,0.06443349753694581,21,24060,Infinity,18.0
141195,0.0612807881773399,23,25354,803.0,19.0
86871,0.053201970443349754,18,21993,2301.0,Infinity
151020,0.06213464696223317,20,23707,1902.0,21.0
