weight,density,highest degree,runtime,stretch,jumpstretch
11143,0.04202020202020202,9,2474,Infinity,Infinity
13332,0.042222222222222223,9,2401,Infinity,Infinity
35807,0.06666666666666667,12,3164,224.375,Infinity
17317,0.04606060606060606,10,2536,Infinity,Infinity
9162,0.039191919191919194,9,2082,Infinity,Infinity
68683,0.08141414141414141,17,3625,Infinity,Infinity
51213,0.0694949494949495,14,3168,432.5,Infinity
17829,0.04707070707070707,9,2319,Infinity,Infinity
132636,0.08949494949494949,16,2762,3065.0,Infinity
13096,0.04101010101010101,10,2108,Infinity,Infinity
