weight,density,highest degree,runtime,stretch,jumpstretch
60878,0.015293172690763052,9,44732,Infinity,Infinity
50936,0.014971887550200803,8,46551,Infinity,Infinity
49851,0.015068273092369478,10,43739,Infinity,Infinity
39718,0.014554216867469879,9,44494,Infinity,Infinity
50623,0.014971887550200803,10,46111,Infinity,Infinity
93992,0.03299598393574297,17,77584,Infinity,Infinity
49132,0.01487550200803213,8,48891,Infinity,Infinity
44148,0.015293172690763052,8,44765,Infinity,Infinity
46065,0.015614457831325302,10,44742,Infinity,Infinity
46342,0.014650602409638554,9,46231,Infinity,Infinity
