weight,density,highest degree,runtime,stretch,jumpstretch
9160,0.06612244897959184,7,220,Infinity,Infinity
15060,0.0946938775510204,8,277,310.0,Infinity
8551,0.07265306122448979,7,236,Infinity,Infinity
7707,0.0783673469387755,7,208,Infinity,Infinity
9351,0.07591836734693877,7,158,Infinity,Infinity
10457,0.07591836734693877,9,196,Infinity,Infinity
6429,0.08081632653061224,9,216,Infinity,Infinity
9768,0.09142857142857143,10,197,47.0,Infinity
24900,0.10122448979591837,10,229,152.23076923076923,Infinity
12843,0.07673469387755102,8,245,Infinity,Infinity
