weight,density,highest degree,runtime,stretch,jumpstretch
622301,0.1648015873015873,153,14152,Infinity,11.0
628376,0.16515873015873017,164,15114,603.0,11.0
671120,0.17075396825396824,171,13447,242.75,11.0
619631,0.1649206349206349,149,14038,Infinity,11.0
679422,0.17067460317460317,181,14446,Infinity,11.0
626987,0.16694444444444445,175,13764,708.5,11.0
583296,0.16186507936507938,144,13447,775.0,11.0
627057,0.16833333333333333,153,14689,274.0,11.0
589742,0.16293650793650793,165,13817,521.0,10.0
604020,0.16476190476190475,183,14667,225.0,11.0
