weight,density,highest degree,runtime,stretch,jumpstretch
619510,0.17482412060301508,113,7983,195.0,10.0
581445,0.16869346733668342,106,8429,277.44444444444446,11.0
582259,0.16954773869346734,100,7644,486.5,11.0
601238,0.17125628140703517,99,7809,362.0,10.0
617869,0.17663316582914573,116,7941,491.3333333333333,10.0
619029,0.17663316582914573,103,7843,404.0,11.0
620844,0.17613065326633165,119,7861,194.0,11.0
583420,0.1728643216080402,101,8105,Infinity,11.0
586019,0.17442211055276383,108,7737,197.66666666666666,10.0
604356,0.1735175879396985,103,7697,138.75,10.0
