weight,density,highest degree,runtime,stretch,jumpstretch
249173,0.06884422110552764,30,51036,Infinity,17.0
144994,0.058693467336683416,26,48615,Infinity,20.0
113515,0.05628140703517588,25,46029,468.6666666666667,Infinity
134341,0.05974874371859296,25,48582,Infinity,19.0
203305,0.06688442211055276,33,49504,Infinity,19.0
194073,0.06688442211055276,25,54601,Infinity,18.0
165002,0.06321608040201004,26,49454,Infinity,Infinity
139452,0.05974874371859296,27,49763,Infinity,19.0
165361,0.06341708542713567,24,50231,Infinity,Infinity
195526,0.06618090452261306,28,48555,1633.0,17.0
