weight,density,highest degree,runtime,stretch,jumpstretch
367536,0.16402010050251256,92,11779,371.0,10.0
352748,0.16236180904522612,94,11648,Infinity,11.0
356701,0.1615075376884422,99,11597,Infinity,10.0
351675,0.16080402010050251,98,11365,122.0,11.0
371160,0.16261306532663317,113,11790,214.0,11.0
346768,0.16185929648241207,106,10851,Infinity,12.0
358591,0.1606532663316583,101,12247,219.2,11.0
373891,0.16306532663316584,103,11070,Infinity,11.0
374212,0.16638190954773868,103,11800,790.0,11.0
374855,0.16507537688442211,103,11887,Infinity,11.0
