weight,density,highest degree,runtime,stretch,jumpstretch
65098,0.26857142857142857,35,143,75.6842105263158,6.0
80289,0.2938775510204082,32,107,32.27777777777778,5.0
67170,0.28489795918367344,40,77,Infinity,Infinity
80734,0.30775510204081635,35,79,32.22727272727273,Infinity
80207,0.29714285714285715,35,96,66.2,5.0
77084,0.29959183673469386,33,81,72.92307692307692,6.0
69903,0.29061224489795917,33,113,21.375,6.0
72922,0.28816326530612246,28,141,57.0,5.0
76942,0.2889795918367347,31,98,79.66666666666667,6.0
69531,0.27510204081632655,37,79,39.75,7.0
