weight,density,highest degree,runtime,stretch,jumpstretch
1062167,0.1785929648241206,76,105284,2775.0,10.0
1057436,0.17854271356783918,69,104219,Infinity,11.0
1046057,0.1778391959798995,73,105703,Infinity,10.0
1086025,0.17969849246231157,70,103363,783.1666666666666,10.0
1027393,0.17693467336683416,68,106487,3078.0,10.0
1051825,0.17814070351758793,71,110085,Infinity,10.0
1011461,0.17592964824120602,76,104387,Infinity,11.0
1084825,0.1792462311557789,72,109610,Infinity,10.0
1005579,0.1757286432160804,79,106204,2646.0,9.0
1034873,0.17743718592964824,77,107389,Infinity,9.0
