weight,density,highest degree,runtime,stretch,jumpstretch
45696,0.01615079365079365,11,24309,Infinity,Infinity
42124,0.01599206349206349,8,24892,Infinity,Infinity
41997,0.01599206349206349,9,24714,Infinity,Infinity
42903,0.016031746031746032,9,25474,Infinity,Infinity
51667,0.016547619047619047,11,25435,Infinity,Infinity
42086,0.01615079365079365,9,25090,Infinity,Infinity
40086,0.015634920634920633,9,24247,Infinity,Infinity
45207,0.016031746031746032,9,25643,Infinity,Infinity
40379,0.015952380952380954,9,23843,Infinity,Infinity
43362,0.01611111111111111,10,23250,Infinity,Infinity
