weight,density,highest degree,runtime,stretch,jumpstretch
2006522,0.1687060384870604,92,330301,2958.0,11.0
2076817,0.16886529528865296,104,329927,Infinity,10.0
2023177,0.16854678168546783,91,337383,Infinity,12.0
1952012,0.16602521566025216,92,328231,Infinity,11.0
2024911,0.16785666887856668,95,323683,Infinity,10.0
2040707,0.1675912408759124,100,337658,Infinity,13.0
1990549,0.1671134704711347,91,326343,Infinity,11.0
1979431,0.16573324485733246,83,319950,2269.5,Infinity
2029055,0.1688122096881221,92,337992,Infinity,12.0
1966979,0.16668878566688786,86,332044,1943.0,11.0
