weight,density,highest degree,runtime,stretch,jumpstretch
346402,0.06891566265060241,40,141437,3257.0,19.0
374627,0.07196787148594377,38,144256,Infinity,18.0
370235,0.07267469879518072,41,152353,Infinity,19.0
385671,0.07309236947791165,40,145780,Infinity,19.0
332501,0.0723855421686747,34,151578,1788.5,18.0
359991,0.07090763052208836,38,146206,Infinity,20.0
478397,0.07591967871485944,41,148936,6022.0,19.0
347097,0.07177510040160642,38,148119,Infinity,19.0
382174,0.07373493975903614,41,151211,Infinity,18.0
312578,0.0695582329317269,35,147697,3182.0,20.0
