weight,density,highest degree,runtime,stretch,jumpstretch
524843,0.139907100199071,174,38702,Infinity,13.0
534861,0.13950895819508957,176,38262,Infinity,13.0
526916,0.14096881220968813,182,38745,Infinity,13.0
528542,0.1392435301924353,167,37946,541.0,13.0
523927,0.139721300597213,161,36423,357.0,14.0
529434,0.13985401459854013,172,37016,Infinity,13.0
545288,0.14245520902455208,177,38195,Infinity,14.0
542689,0.14006635700066358,173,38692,Infinity,13.0
559393,0.1426675514266755,165,40094,1126.0,13.0
524692,0.1399867285998673,179,36993,Infinity,13.0
