weight,density,highest degree,runtime,stretch,jumpstretch
51470,0.014971887550200803,8,55601,Infinity,Infinity
48897,0.014843373493975904,7,56010,Infinity,Infinity
46220,0.014843373493975904,10,52751,Infinity,Infinity
54205,0.015036144578313253,8,55718,Infinity,Infinity
55022,0.014939759036144579,8,51363,Infinity,Infinity
49115,0.014779116465863454,9,58300,Infinity,Infinity
49687,0.014907630522088353,9,57372,Infinity,Infinity
51920,0.015132530120481928,8,52984,Infinity,Infinity
47319,0.015325301204819277,8,53944,Infinity,Infinity
46748,0.014586345381526105,9,53348,Infinity,Infinity
