weight,density,highest degree,runtime,stretch,jumpstretch
3145611,0.33154761904761904,132,263709,Infinity,6.0
3099313,0.33130952380952383,124,269483,374.4,6.0
3114409,0.32992063492063495,126,266290,984.0,7.0
3157666,0.3304365079365079,126,266947,384.0,6.0
3067975,0.3284920634920635,133,273302,Infinity,7.0
3130460,0.33130952380952383,126,271122,1039.0,7.0
3152818,0.33134920634920634,136,271299,1110.0,7.0
3187692,0.3331349206349206,138,270968,Infinity,7.0
3110881,0.33,135,270582,Infinity,6.0
3116791,0.32992063492063495,131,266364,Infinity,6.0
