weight,density,highest degree,runtime,stretch,jumpstretch
491877,0.18160804020100502,105,11516,535.5,10.0
513514,0.18201005025125627,119,11728,Infinity,10.0
494696,0.17834170854271356,119,11640,527.0,11.0
480531,0.17753768844221104,125,11775,Infinity,10.0
473462,0.1727638190954774,118,11336,220.0,11.0
514942,0.18266331658291457,125,11897,185.0,10.0
497005,0.17829145728643217,108,11268,932.0,11.0
499505,0.17798994974874371,117,11819,Infinity,10.0
497053,0.178643216080402,114,11105,1017.0,10.0
527394,0.18110552763819096,108,11671,370.3333333333333,10.0
