weight,density,highest degree,runtime,stretch,jumpstretch
105304,0.33224489795918366,33,94,32.0625,6.0
89994,0.31755102040816324,31,128,80.3076923076923,5.0
106819,0.3314285714285714,35,164,24.764705882352942,5.0
97492,0.3363265306122449,39,185,42.0,4.0
90435,0.32,34,116,44.714285714285715,4.0
97571,0.3240816326530612,38,94,37.0,5.0
114584,0.34448979591836737,38,124,34.416666666666664,4.0
82865,0.31918367346938775,29,123,45.69230769230769,5.0
107159,0.3469387755102041,37,97,62.56666666666667,5.0
89913,0.32,36,103,31.026315789473685,6.0
