weight,density,highest degree,runtime,stretch,jumpstretch
38838,0.020295566502463055,8,10504,Infinity,Infinity
31943,0.020032840722495896,7,11727,Infinity,Infinity
38626,0.020492610837438422,8,11803,Infinity,Infinity
38150,0.020492610837438422,10,11258,Infinity,Infinity
37287,0.020755336617405584,7,11308,Infinity,Infinity
36289,0.020098522167487684,7,11139,Infinity,Infinity
34277,0.020492610837438422,8,10510,Infinity,Infinity
38347,0.020623973727422005,9,12239,Infinity,Infinity
30554,0.020032840722495896,8,11403,Infinity,Infinity
35195,0.020689655172413793,8,10964,Infinity,Infinity
