weight,density,highest degree,runtime,stretch,jumpstretch
342051,0.16919540229885058,109,6421,Infinity,11.0
328804,0.17077175697865354,106,6315,129.71428571428572,Infinity
309364,0.1657142857142857,110,6320,1130.0,10.0
309861,0.1632840722495895,93,6051,503.0,10.0
326519,0.1657142857142857,107,6275,Infinity,10.0
327079,0.16873563218390805,114,6309,459.0,11.0
315181,0.16899835796387522,117,6172,507.0,11.0
340734,0.16860426929392447,108,6452,168.33333333333334,10.0
321880,0.16669950738916256,102,6226,Infinity,11.0
333278,0.16939244663382594,96,6494,1366.0,11.0
