weight,density,highest degree,runtime,stretch,jumpstretch
288184,0.06488095238095239,28,55753,1328.0,Infinity
367037,0.06714285714285714,34,55807,4603.0,21.0
418424,0.06988095238095238,34,56110,2097.0,19.0
401883,0.06964285714285715,28,57604,Infinity,18.0
368261,0.06845238095238096,35,54511,Infinity,17.0
399270,0.07087301587301588,31,59053,2623.0,18.0
384617,0.06813492063492063,28,56007,Infinity,21.0
444276,0.07242063492063493,31,58890,Infinity,Infinity
324954,0.06638888888888889,29,55877,2103.0,18.0
367528,0.06964285714285715,33,60283,2276.0,Infinity
