weight,density,highest degree,runtime,stretch,jumpstretch
695652,0.21825944170771758,105,6778,161.8,8.0
705962,0.21707717569786536,109,6847,525.0,9.0
732115,0.22206896551724137,103,7210,235.75,8.0
697480,0.21569786535303775,119,7181,Infinity,10.0
705937,0.21563218390804598,106,6827,Infinity,10.0
715967,0.21878489326765188,118,6652,261.4,8.0
724379,0.22009852216748768,111,7262,Infinity,9.0
708348,0.2179967159277504,105,6694,194.8,9.0
651063,0.2083415435139573,109,6412,162.875,9.0
643448,0.21175697865353038,89,7004,227.85714285714286,8.0
