weight,density,highest degree,runtime,stretch,jumpstretch
193708,0.13434343434343435,27,2872,501.0,10.0
198910,0.13616161616161615,26,3383,434.57142857142856,11.0
188422,0.13535353535353536,25,3266,227.66666666666666,10.0
204121,0.13434343434343435,27,3078,430.5,10.0
206201,0.13737373737373737,24,3464,216.0,10.0
209613,0.14343434343434344,31,3361,227.1764705882353,13.0
229046,0.14343434343434344,26,3247,242.91666666666666,Infinity
203855,0.13717171717171717,25,3059,221.23076923076923,10.0
185495,0.13434343434343435,31,3990,1486.0,11.0
222010,0.14404040404040405,27,3654,561.5,9.0
