weight,density,highest degree,runtime,stretch,jumpstretch
190157,0.04803212851405622,22,81858,Infinity,Infinity
231543,0.04931726907630522,28,85666,3659.0,22.0
244690,0.05166265060240964,28,89546,Infinity,Infinity
206803,0.048160642570281124,26,89522,Infinity,27.0
202430,0.04893172690763052,28,84417,1623.0,25.0
211829,0.049285140562248995,24,83749,Infinity,Infinity
252192,0.04983132530120482,28,83510,Infinity,24.0
182399,0.0476144578313253,25,85705,2018.5,26.0
211555,0.04780722891566265,23,81622,Infinity,26.0
173820,0.04661847389558233,25,84918,Infinity,Infinity
