weight,density,highest degree,runtime,stretch,jumpstretch
865495,0.11434538152610442,61,216372,Infinity,14.0
857666,0.11502008032128513,62,212828,Infinity,15.0
872991,0.11530923694779116,56,210474,Infinity,15.0
903338,0.11585542168674699,53,214601,Infinity,13.0
913305,0.11598393574297189,57,212621,Infinity,14.0
908728,0.11466666666666667,62,206893,Infinity,13.0
881147,0.11460240963855421,54,208204,Infinity,17.0
956168,0.11553413654618475,59,206323,Infinity,14.0
944043,0.11611244979919678,59,203472,Infinity,15.0
915208,0.11569477911646586,59,201970,Infinity,14.0
