weight,density,highest degree,runtime,stretch,jumpstretch
42390,0.018391959798994974,9,21692,Infinity,Infinity
47645,0.018743718592964823,9,20925,Infinity,Infinity
35622,0.01778894472361809,10,21037,Infinity,Infinity
47888,0.0185929648241206,9,22243,Infinity,Infinity
40732,0.017839195979899497,9,21687,Infinity,Infinity
41364,0.01829145728643216,8,21939,Infinity,Infinity
35214,0.018391959798994974,9,20529,Infinity,Infinity
42974,0.018542713567839195,10,20837,Infinity,Infinity
38965,0.018190954773869346,8,22154,Infinity,Infinity
42343,0.018391959798994974,8,22488,Infinity,Infinity
