weight,density,highest degree,runtime,stretch,jumpstretch
1682172,0.1813012048192771,92,293985,1695.5,11.0
1727398,0.17956626506024095,95,292336,Infinity,10.0
1743275,0.18213654618473896,94,309977,Infinity,10.0
1681229,0.18094779116465864,92,306934,Infinity,10.0
1652101,0.17943775100401607,91,302034,Infinity,10.0
1638845,0.17902008032128514,94,313693,Infinity,10.0
1662757,0.17969477911646586,84,308534,Infinity,10.0
1650316,0.18008032128514057,96,309368,705.25,10.0
1730877,0.18049799196787147,93,292295,2659.0,10.0
1740335,0.1825863453815261,92,306531,1664.0,11.0
