weight,density,highest degree,runtime,stretch,jumpstretch
4343,0.10666666666666667,5,26,Infinity,Infinity
5669,0.12,6,29,Infinity,Infinity
5834,0.11666666666666667,5,26,19.041666666666668,Infinity
4243,0.10333333333333333,5,25,Infinity,Infinity
3395,0.10333333333333333,5,24,17.34285714285714,Infinity
5948,0.11333333333333333,6,26,Infinity,Infinity
3839,0.10666666666666667,6,24,Infinity,Infinity
6452,0.12333333333333334,5,28,Infinity,Infinity
4274,0.11,4,25,Infinity,Infinity
5300,0.10666666666666667,5,27,Infinity,Infinity
