weight,density,highest degree,runtime,stretch,jumpstretch
84661,0.3314285714285714,34,200,113.57142857142857,5.0
92315,0.35346938775510206,37,272,50.8235294117647,5.0
103128,0.35591836734693877,39,186,28.115384615384617,5.0
113794,0.3746938775510204,38,274,29.444444444444443,5.0
104721,0.37551020408163266,40,189,21.53846153846154,4.0
101865,0.3510204081632653,34,134,33.733333333333334,5.0
116972,0.38040816326530613,34,204,32.61224489795919,4.0
104675,0.35918367346938773,41,228,565.5,5.0
103836,0.35836734693877553,39,151,90.85714285714286,5.0
111127,0.3673469387755102,36,205,43.75,5.0
