weight,density,highest degree,runtime,stretch,jumpstretch
26691,0.30333333333333334,11,36,20.15277777777778,4.0
27948,0.3233333333333333,13,34,23.153846153846153,3.0
27944,0.2966666666666667,12,42,46.86842105263158,5.0
26903,0.31666666666666665,13,43,49.4,Infinity
28662,0.31666666666666665,14,37,21.833333333333332,3.0
34946,0.3566666666666667,12,42,23.53846153846154,Infinity
36722,0.37333333333333335,15,50,17.295454545454547,3.0
24895,0.3,11,42,9.615942028985508,3.0
29546,0.32,11,45,Infinity,5.0
25551,0.2966666666666667,11,52,Infinity,4.0
