weight,density,highest degree,runtime,stretch,jumpstretch
237767,0.21264516129032257,87,2805,89.66666666666667,8.0
224546,0.2072258064516129,80,2417,329.0,8.0
243331,0.21496774193548387,73,2449,Infinity,8.0
263185,0.21870967741935485,94,2712,138.91666666666666,8.0
226688,0.20670967741935484,85,2748,126.33333333333333,Infinity
257623,0.2224516129032258,92,2556,Infinity,9.0
255745,0.2143225806451613,86,2569,180.0,9.0
230175,0.20490322580645162,81,2615,857.0,8.0
241228,0.21277419354838709,91,2428,Infinity,8.0
230635,0.21019354838709678,69,2635,234.5,9.0
