weight,density,highest degree,runtime,stretch,jumpstretch
700038,0.18873015873015872,195,23842,Infinity,11.0
807313,0.20115079365079366,197,24002,Infinity,11.0
735293,0.19134920634920635,187,23386,Infinity,10.0
790246,0.2001190476190476,193,25759,Infinity,9.0
783061,0.19964285714285715,192,27758,206.0,11.0
860615,0.2063888888888889,187,24779,Infinity,11.0
777299,0.1965873015873016,191,24921,149.66666666666666,9.0
724979,0.19015873015873017,169,21669,Infinity,10.0
759350,0.1947222222222222,196,23842,Infinity,10.0
790879,0.20166666666666666,199,24490,858.5,9.0
