weight,density,highest degree,runtime,stretch,jumpstretch
314157,0.2,103,4922,116.42857142857143,9.0
323023,0.2051006711409396,91,4800,912.0,9.0
338409,0.20689038031319912,98,5119,99.0,10.0
299266,0.1970469798657718,93,5297,120.0,9.0
348203,0.2080536912751678,116,4921,Infinity,9.0
285716,0.19400447427293066,93,4783,Infinity,10.0
315362,0.20268456375838925,103,5019,1259.0,8.0
315732,0.20465324384787473,93,5116,516.0,9.0
315714,0.20250559284116332,103,4851,219.2,8.0
331209,0.20778523489932885,78,4887,245.75,10.0
