weight,density,highest degree,runtime,stretch,jumpstretch
190274,0.061083743842364535,28,16937,Infinity,Infinity
103223,0.050443349753694584,17,16325,Infinity,Infinity
233557,0.06666666666666667,20,19335,1292.0,17.0
191270,0.06246305418719212,20,17395,2227.0,Infinity
173025,0.06114942528735632,24,18090,1251.3333333333333,18.0
155370,0.0561576354679803,21,17955,Infinity,Infinity
131888,0.0548440065681445,23,16411,470.1111111111111,19.0
197406,0.06167487684729064,19,16664,Infinity,Infinity
192058,0.06022988505747127,23,16995,Infinity,19.0
190384,0.06338259441707718,20,18389,3020.0,Infinity
