weight,density,highest degree,runtime,stretch,jumpstretch
395969,0.30262626262626263,76,1286,118.875,6.0
372504,0.2878787878787879,63,1454,39.717948717948715,6.0
328217,0.2678787878787879,54,1216,85.8,6.0
394856,0.2961616161616162,61,1516,61.45454545454545,6.0
363991,0.2872727272727273,61,1292,57.833333333333336,7.0
347031,0.27595959595959596,62,1454,195.0,7.0
371153,0.2832323232323232,62,1470,76.0,6.0
374950,0.2878787878787879,57,1400,68.88888888888889,6.0
373323,0.28949494949494947,60,1460,170.0,6.0
356276,0.2826262626262626,63,1493,58.625,7.0
