weight,density,highest degree,runtime
264480,0.24808080808080807,62,971
256197,0.24242424242424243,54,871
266734,0.2545454545454545,60,949
277284,0.261010101010101,68,914
242130,0.24242424242424243,73,1060
264583,0.25353535353535356,64,1070
238813,0.2402020202020202,58,1077
237104,0.23737373737373738,57,841
238603,0.23656565656565656,61,857
270398,0.25171717171717173,61,1078
