weight,density,highest degree,runtime
35908,0.020755336617405584,8,12981
33749,0.020755336617405584,10,13232
35368,0.020623973727422005,9,12480
35278,0.020886699507389164,8,12556
38144,0.021018062397372743,8,14752
34465,0.020821018062397372,8,12894
36192,0.020558292282430213,8,13813
33649,0.020821018062397372,9,12875
33057,0.020361247947454843,8,13751
36195,0.021018062397372743,12,12753
