weight,density,highest degree,runtime
29792,0.023266219239373602,9,6162
33839,0.024340044742729307,8,6098
26195,0.023534675615212528,10,6114
28319,0.023355704697986576,8,6368
33611,0.02389261744966443,7,6880
27953,0.023803131991051454,8,6296
31776,0.023355704697986576,8,6627
32945,0.024250559284116333,8,6616
28347,0.023355704697986576,8,6188
28883,0.023445190156599554,7,6439
