weight,density,highest degree,runtime
20795,0.03636363636363636,9,1711
23981,0.03414141414141414,8,1522
18604,0.03434343434343434,8,1627
16866,0.03393939393939394,8,1520
20146,0.03313131313131313,6,1710
16083,0.032525252525252527,8,1789
20583,0.03434343434343434,7,1681
20742,0.033535353535353536,8,1700
18466,0.033535353535353536,8,1639
19589,0.034545454545454546,7,1611
