weight,density,highest degree,runtime
28687,0.4033333333333333,18,10
32146,0.4033333333333333,20,9
29172,0.4066666666666667,20,10
22733,0.38333333333333336,18,11
21860,0.3566666666666667,20,10
30292,0.41,21,12
31701,0.41333333333333333,20,11
34819,0.42333333333333334,17,10
26291,0.41,22,10
25171,0.36333333333333334,21,10
