weight,density,highest degree,runtime
49223,0.46,20,13
38339,0.4266666666666667,19,14
51456,0.4766666666666667,22,13
46094,0.4666666666666667,19,16
54025,0.49,17,15
44567,0.45666666666666667,20,16
45026,0.4533333333333333,16,13
44942,0.45,14,13
36798,0.43,16,13
38144,0.42333333333333334,17,13
