weight,density,highest degree,runtime
174797,0.30414414414414415,59,644
162536,0.2951351351351351,57,750
160473,0.29405405405405405,59,648
171417,0.30126126126126124,56,649
156498,0.2944144144144144,47,571
170879,0.3171171171171171,58,651
186299,0.31423423423423424,66,735
156119,0.2926126126126126,48,534
183457,0.3207207207207207,53,635
173884,0.3052252252252252,60,642
