weight,density,highest degree,runtime
398533,0.29313131313131313,64,1778
387413,0.2896969696969697,65,1480
412582,0.2957575757575758,56,1133
403702,0.29777777777777775,57,1248
361834,0.28505050505050505,62,1158
422911,0.30464646464646467,67,1287
385640,0.2911111111111111,67,1327
383236,0.2818181818181818,70,1367
446386,0.31595959595959594,63,1418
346149,0.2802020202020202,74,1377
