weight,density,highest degree,runtime
1923609,0.3330049261083744,101,83373
1933097,0.3354351395730706,101,82678
1914556,0.3325451559934319,95,81843
1861417,0.32538587848932676,97,77713
1902883,0.33274220032840723,97,80570
1880195,0.33451559934318553,104,83814
1923506,0.33307060755336615,100,80314
1872809,0.3292610837438424,102,79946
1926716,0.3333333333333333,105,80224
1926628,0.3355665024630542,102,82939
