weight,density,highest degree,runtime
61208,0.11243243243243244,18,1018
144694,0.13801801801801802,20,865
90583,0.12432432432432433,16,949
83093,0.12324324324324325,16,877
95271,0.12432432432432433,21,1030
85738,0.12252252252252252,19,841
105534,0.12972972972972974,19,864
59309,0.1163963963963964,16,1103
114929,0.13765765765765767,24,976
116928,0.13873873873873874,17,932
